"speciesid","gr","count"
352990,,2
279090,actinopterygii,1
395076,,2
850839,gastropoda,2
256468,malacostraca,2
328474,annelida,55
254506,actinopterygii,161
366109,malacostraca,2
882434,malacostraca,1
374369,,4
129791,annelida,98
287450,cnidaria,6
742809,gastropoda,3
122024,,1
591487,gastropoda,15
178754,,118
147929,,2
1337082,,1
545428,malacostraca,5
737581,,1
869759,gastropoda,1
736819,,9
442715,malacostraca,2
109825,,41
137136,aves,4475
737910,gastropoda,1
444952,malacostraca,24
536090,gastropoda,1
445473,,4
327681,annelida,2
460536,,1
567794,aves,14
341571,,8
120050,malacostraca,4
114672,,1
276334,actinopterygii,189
214802,malacostraca,3
346541,,13
147847,,1
1030694,,1
111544,,7
592639,annelida,11
575365,gastropoda,29
719411,gastropoda,2
279639,actinopterygii,2
751064,annelida,7
137085,mammalia,1895
461020,,19
593402,gastropoda,3
219350,actinopterygii,11
366325,malacostraca,99
207952,gastropoda,3
344336,,1
827282,gastropoda,3
489225,malacostraca,2
372001,,77
618517,,2
388997,gastropoda,3
197046,gastropoda,54
158245,cnidaria,119
334985,annelida,14
160936,,1
440417,malacostraca,2
286237,cnidaria,2
115012,arachnida,3
1306751,annelida,1
170409,,15
330091,annelida,1
410008,gastropoda,1
124150,,12
166300,,2
1055625,,1
484462,,1
312551,actinopterygii,59
237984,,632
278979,actinopterygii,37
922278,,2
907614,,25
717935,,51
711057,,12
215776,gastropoda,44
208947,,192
216265,gastropoda,75
183482,,1
281930,elasmobranchii,6
355042,,2
921904,,1
313251,,9
121763,,227
513329,,2
428845,,3
712191,annelida,11
126419,actinopterygii,79
235766,,844
593302,malacostraca,2
334705,annelida,11
421880,malacostraca,80
249974,,10
386505,,2
272942,actinopterygii,6
346143,,1
507373,,8
281422,actinopterygii,1
113213,,550
986795,gastropoda,15
279784,elasmobranchii,1018
550312,malacostraca,12
327955,annelida,59
175162,malacostraca,3
581314,gastropoda,1
594563,gastropoda,101
119209,,1
286996,cnidaria,1
196270,,5
451274,,3
178648,,414
155793,,2
451256,,4
170245,,6
275655,actinopterygii,384
154825,actinopterygii,1027
240848,malacostraca,16
221536,,8
209404,actinopterygii,159
281946,actinopterygii,19
218181,actinopterygii,6463
117743,cnidaria,115
235497,,12
886141,,2
170086,,1
396137,,3
421314,,6
575678,gastropoda,2
278248,actinopterygii,2
371904,,2
870377,,48
562073,,12
263988,malacostraca,7
161092,,1
112985,,74
342183,,2
136304,malacostraca,14
255551,malacostraca,11
281331,actinopterygii,3
380899,,20
423388,malacostraca,1
872806,cnidaria,1
275432,actinopterygii,46
593385,gastropoda,3
361907,,1
217506,actinopterygii,700
139959,gastropoda,605
169897,,2
529374,,2
1035188,gastropoda,9
746240,gastropoda,12
217691,actinopterygii,242
266184,,2
171689,,28
165955,,5
271987,actinopterygii,86
484409,,1
228952,,10
760540,gastropoda,6
218767,actinopterygii,34
236706,annelida,53
366943,malacostraca,10
466129,,3
574396,,6
176630,,4
357214,,16
121228,,1
174287,,40
250563,,4
493291,,54
121399,,2
467314,gastropoda,4
507891,,30
289793,cnidaria,13
1332404,,1
141863,gastropoda,1
507171,,25
237281,malacostraca,3
121879,,1
151056,,3
161347,malacostraca,2
440058,malacostraca,17
254462,,82
174423,,9
237387,malacostraca,70
468166,malacostraca,21
121331,,1
332199,annelida,2
142694,,2
130500,annelida,4607
344412,,67
348315,,5
576590,gastropoda,1
815637,annelida,1
409157,malacostraca,1
754214,malacostraca,2
834905,actinopterygii,2
716542,cnidaria,1450
374624,,2
743428,gastropoda,1
489671,malacostraca,1
277073,actinopterygii,372
1347269,,1
208952,,81
217628,elasmobranchii,3597
371388,,12
117382,cnidaria,785
251490,,1
273643,actinopterygii,36
242153,,2
829756,gastropoda,1
514945,malacostraca,17
421414,,8
434039,gastropoda,2
212657,aves,463
421600,malacostraca,6
265961,,2
764371,gastropoda,6
529750,,1
256641,malacostraca,2
117406,cnidaria,16
355604,,1
281590,actinopterygii,87
114637,,4
280461,actinopterygii,1236
209419,malacostraca,13
531688,malacostraca,3
217980,actinopterygii,4
102958,malacostraca,12
468396,,1
462674,,17
332097,annelida,3
166595,,2
234893,,73
142909,,2
768934,,5
607364,malacostraca,11
450893,,5
834701,cnidaria,8
233657,,20
743850,gastropoda,182
345546,,52
207476,cnidaria,105
451141,,2
328021,annelida,2
237273,malacostraca,16
515646,malacostraca,14
279865,actinopterygii,4358
515349,malacostraca,9
282711,actinopterygii,5
251138,,1
716292,cnidaria,74
273311,actinopterygii,35
219868,actinopterygii,189
217665,actinopterygii,198
282631,actinopterygii,11
355091,,11
143275,,16
992580,,42
291586,,5
167536,,37
280167,actinopterygii,14
276286,actinopterygii,381
417581,,6
483265,,1
816663,,1
160036,gastropoda,10
419323,gastropoda,3
255900,malacostraca,2
283795,cnidaria,27
166056,,1
273198,actinopterygii,1
208938,gastropoda,175
122085,,1
493486,,29
160969,,5
423508,malacostraca,453
280133,actinopterygii,3
489326,malacostraca,11
250146,,1
149441,,6
878625,,18
896959,,165
176719,,2
532406,gastropoda,4
139864,gastropoda,2
417194,,39
140085,gastropoda,21
283956,cnidaria,28
120994,,1
1311280,cnidaria,2
369299,annelida,18
154962,,1
326217,annelida,3
421125,,6
164456,,3
398978,malacostraca,2
986789,annelida,1
332396,annelida,2
505044,,31
607365,malacostraca,2
169121,,59
214276,,71
182194,malacostraca,1
326387,annelida,4
157883,malacostraca,1300
529024,,1
282103,actinopterygii,7
135703,,1
138875,gastropoda,115
279589,actinopterygii,7
830893,gastropoda,2
159269,actinopterygii,188
280796,actinopterygii,448
579702,,1
157842,malacostraca,255
827182,gastropoda,1
159156,actinopterygii,2
141798,gastropoda,2
256525,malacostraca,14
111128,,13
145888,,2653
420742,,86
103276,malacostraca,15
275605,actinopterygii,28
107092,malacostraca,11
880542,malacostraca,29
381838,,7
724711,annelida,2
888463,,1
134643,,925
210352,malacostraca,8
466371,,25
140123,gastropoda,748
427716,,1
158933,actinopterygii,1368
102801,malacostraca,15
373235,,4
279542,actinopterygii,20
280006,actinopterygii,78
278651,actinopterygii,214
135426,cnidaria,1614
493616,,32
172104,,420
116550,,11
518534,,3
513561,,7
544986,,2
419435,gastropoda,8
781614,,1
242925,,1
444637,malacostraca,40
492817,gastropoda,12
279053,actinopterygii,12
143151,,2
256866,malacostraca,8
169670,,1
388561,malacostraca,12
276773,actinopterygii,124
382966,malacostraca,2
434174,gastropoda,22
442038,malacostraca,42
534702,malacostraca,2
506525,,23
784338,,1
443963,malacostraca,2
355625,,3
534901,,1
217586,actinopterygii,1
333955,annelida,268
212723,aves,5
624837,,37
827130,gastropoda,1
442248,malacostraca,1
217954,actinopterygii,1751
145346,,65
218254,actinopterygii,4579
129808,annelida,7393
126350,actinopterygii,97
228566,,3
462898,,9
338796,annelida,2
1035712,,200
218173,actinopterygii,136
279452,actinopterygii,119
251468,,1
174835,annelida,4
247163,malacostraca,1
472936,malacostraca,7
102462,malacostraca,1076
912722,,1
240092,,2
273449,actinopterygii,10
163747,,1
178559,,10
434583,gastropoda,39
159582,actinopterygii,4951
507144,,3
417942,,34
372119,,792
815450,,10
276742,actinopterygii,200
526644,,5
210355,malacostraca,142
182169,malacostraca,3
598339,gastropoda,15
243667,,33
869698,,6
169832,,4
581978,,1
169642,,39
234787,actinopterygii,1
254751,annelida,58
932342,,2
130828,annelida,7
207069,cnidaria,298
169949,,1
110716,malacostraca,92
366946,malacostraca,7
224641,,23
274742,actinopterygii,455
417987,,94
102377,malacostraca,2151
102018,malacostraca,43
110549,malacostraca,3
241302,malacostraca,27
429698,,11
505680,,228
471430,,5
716832,gastropoda,1
271359,elasmobranchii,26
577330,,4
276837,actinopterygii,3
259608,malacostraca,9
619046,,4
286487,cnidaria,71
889680,malacostraca,1
232113,,10
342140,,1
446842,gastropoda,11
135998,,3
124137,,4
246102,,12
409003,malacostraca,8
922661,,5
163846,,449
382866,malacostraca,6
507362,,61
333267,annelida,1
121266,,1
582450,gastropoda,4
290695,cnidaria,2
373404,,1
114562,,2
830021,,2
237449,malacostraca,19
550148,gastropoda,156
281327,actinopterygii,12
208360,gastropoda,2
597075,gastropoda,1
278809,actinopterygii,14
166037,,8
197169,gastropoda,3
442170,malacostraca,5
130261,annelida,2434
214239,,1
392116,malacostraca,31
598453,gastropoda,2
243769,,1
590261,annelida,1
735781,malacostraca,1
478335,annelida,4
373243,,6
766264,,460
232777,,83
420170,gastropoda,57
165956,,17
1048073,cnidaria,244
733178,,5
829085,,4
826493,,3
359256,,1
246804,,50
448240,gastropoda,9
121176,,1
361089,,12
416978,,2
241918,,113
391777,,1
742817,gastropoda,1
545096,gastropoda,1
345830,,80
197317,,24
588586,gastropoda,1
281860,actinopterygii,4
132170,,1
247377,malacostraca,2
392045,malacostraca,4
591816,gastropoda,6
514368,malacostraca,4
472548,,10
242901,,1
278210,actinopterygii,146
559977,gastropoda,1
895570,,1
117282,cnidaria,2
506859,,2
120982,,12
388984,actinopterygii,4
212264,actinopterygii,255
259270,malacostraca,60
1041689,annelida,1
275762,actinopterygii,18
544977,,26
379952,,1
262706,malacostraca,35
419310,,24
279316,actinopterygii,27
160405,gastropoda,1
430657,cnidaria,50
266295,annelida,4
361139,,3
890484,actinopterygii,9
388848,malacostraca,39
118871,malacostraca,9
897290,,3
107676,malacostraca,2648
578482,gastropoda,20
578377,gastropoda,2
178879,,1
589632,malacostraca,1
128505,cnidaria,334
244221,,4
393334,,1
522836,,1
110712,malacostraca,327
277376,actinopterygii,1
372244,,5
1306669,,89
420487,gastropoda,37
417558,,16
342232,,42
547456,malacostraca,2
368822,,2
712531,actinopterygii,11
419752,gastropoda,3
592109,gastropoda,3
513802,,3
606978,,1
333284,annelida,78
273573,actinopterygii,174
1014027,actinopterygii,1
420938,,14
243110,,13
126521,actinopterygii,2
210628,malacostraca,40
288893,cnidaria,45
592284,gastropoda,1
869070,cnidaria,42
278179,actinopterygii,888
368249,malacostraca,4
506226,,1
283451,cnidaria,8
281271,actinopterygii,51
407588,gastropoda,97
331149,annelida,111
118910,malacostraca,1
140683,gastropoda,491
368987,,3
119932,malacostraca,5
445064,malacostraca,1
514236,malacostraca,8
377370,,5
827447,,24
762294,malacostraca,23
249945,,8
876576,,1
444732,malacostraca,18
581657,gastropoda,3
271862,actinopterygii,116
143371,,1
344224,,41
266459,,432
1298897,malacostraca,1
172306,,1
332354,annelida,2
161098,,2
105492,,5
171224,,2
259813,malacostraca,1
232286,,2
1062632,,2
286316,cnidaria,36
164521,,8
143417,,2
532281,gastropoda,1
490982,gastropoda,55
533541,gastropoda,1
428847,,6
420115,gastropoda,47
828412,,13
332235,annelida,5
398533,actinopterygii,3
146394,,2
848054,,8
286886,cnidaria,35
728073,,18
130470,annelida,973
513263,,26
150684,,3
448136,gastropoda,1
1043458,actinopterygii,64
430787,malacostraca,12
441136,malacostraca,1
1043441,actinopterygii,13
515525,malacostraca,11
925038,,5
276203,actinopterygii,6
130656,annelida,65
575692,gastropoda,5
288579,cnidaria,2
281819,actinopterygii,6
1027753,malacostraca,1
233916,,2
994281,,3
140048,,70
104060,,58
122062,,1
286872,cnidaria,139
576764,gastropoda,4
776967,,30
124778,,181
417230,,37
511530,gastropoda,424
171324,,4
410089,malacostraca,3
218111,actinopterygii,273
1030633,,96
476546,gastropoda,33
366629,malacostraca,14
831470,gastropoda,1
353270,,1
507105,,243
376015,,6
507390,,144
284668,cnidaria,1
420340,gastropoda,2
388853,malacostraca,18
1060910,gastropoda,37
513097,,3
557179,malacostraca,21
740459,,6
108847,,12
1306667,,216
416512,annelida,24
509568,gastropoda,2
420361,gastropoda,17
396063,gastropoda,5
356697,,10
716941,cnidaria,4
247438,malacostraca,26
283691,cnidaria,2
342156,,8
836037,,1
488559,malacostraca,1
548820,malacostraca,5
212942,,46
441242,malacostraca,3
121007,,330
710122,,1
178679,,16
173316,cnidaria,42
239047,,61
373864,,17
340395,annelida,12
329605,annelida,1
262942,malacostraca,16
285382,cnidaria,30
281236,actinopterygii,153
820103,gastropoda,12
464817,gastropoda,62
398305,elasmobranchii,32
257014,malacostraca,21
986788,annelida,1
349710,,2
560008,,1
168222,,11
143042,,1
848076,,1
491491,malacostraca,4
182137,malacostraca,7
258142,malacostraca,2
329750,annelida,4
532473,gastropoda,1
127259,actinopterygii,29650
143327,,7
534984,,2
173259,annelida,20
432260,gastropoda,1
393298,,58
116609,,1
237311,malacostraca,18
286866,cnidaria,201
427123,,2
157489,annelida,2
537174,gastropoda,13
139940,gastropoda,16
165200,,1
156542,,6
152802,,1
274526,actinopterygii,9
1039075,annelida,22
557433,malacostraca,639
273468,actinopterygii,3
827245,gastropoda,2
342416,,3
353681,,4
440468,malacostraca,1
865086,gastropoda,50
708293,,76
386423,,1
169444,,19
163910,,5
134706,,3
429468,gastropoda,5
272266,actinopterygii,59
213010,malacostraca,3
461115,,14
167450,,3
138871,gastropoda,1
1305708,annelida,4
870850,annelida,2
277327,actinopterygii,3
346530,,4
713965,,7
458471,gastropoda,16
618958,,109
377636,malacostraca,47
102931,malacostraca,41
271914,actinopterygii,47
386186,,1
376125,,22
535378,,1
710228,,1
712446,actinopterygii,2
523123,,121
226703,malacostraca,4
591265,gastropoda,10
597312,gastropoda,6
451448,,10
208666,malacostraca,28
514435,malacostraca,2
277512,actinopterygii,9
534939,,8
139450,,295
118533,malacostraca,17
817872,gastropoda,9
111179,,8
878030,malacostraca,1
281528,actinopterygii,14
254624,annelida,352
235806,,21
289652,cnidaria,3
1317616,gastropoda,2
597869,gastropoda,49
1027816,,18
125159,,23
597332,gastropoda,10
182788,,8
327982,annelida,1
135155,cnidaria,336
331749,annelida,4
879395,,1
1045638,cnidaria,2
281894,actinopterygii,132
1027020,,4
103408,,236
467200,gastropoda,105
341949,,5
237766,malacostraca,37
243052,,1
260852,malacostraca,1
250548,,2
762420,cnidaria,132
331034,annelida,14
266221,,103
533857,gastropoda,2
419200,,6
370509,,67
243206,,8
212023,,170
104350,,4
393958,,44
504689,,6
417118,,5
461645,,1
418644,,1
493600,,1
535361,,2
286607,cnidaria,7
208749,,5
276608,actinopterygii,47
598238,gastropoda,1
109868,,7
373528,,1
736804,,1
832379,malacostraca,6
417979,,12
877256,,19
417476,,2
478729,malacostraca,5
255357,malacostraca,40
342682,,3
398403,actinopterygii,1
209050,malacostraca,13
484321,,3
467131,,2
729955,malacostraca,2
266092,,1
605465,gastropoda,6
103875,,4
115755,,9
209269,actinopterygii,32
132774,,1
273479,actinopterygii,2
168885,,1
181719,malacostraca,1
733138,,1
506105,,25
174125,,14
605411,annelida,2
531684,malacostraca,13
754252,,743
277889,actinopterygii,18
733398,,2
182717,,1
218134,actinopterygii,51
878959,,9
550123,gastropoda,10
163658,,6
390110,actinopterygii,11
159650,actinopterygii,363
491864,malacostraca,3
278812,actinopterygii,7
386575,,1
122014,,7
271782,actinopterygii,3
420612,gastropoda,2
286834,cnidaria,2
548810,malacostraca,2
421544,malacostraca,2
754186,malacostraca,7
436027,gastropoda,71
359405,,4
421750,malacostraca,52
275103,actinopterygii,8
567822,gastropoda,36
742847,gastropoda,1
115853,,1
102701,malacostraca,17
102418,malacostraca,10
143569,,1
249907,,2
171734,,2
355110,,2
394395,,23
153472,,63
508579,,52
272151,actinopterygii,14
121972,,1
244219,,353
334442,annelida,96
212199,,22
130894,annelida,54
504581,,1
167288,,2
472954,malacostraca,9
127140,actinopterygii,121262
433947,gastropoda,1
992011,,2
395384,arachnida,2
922193,,12
464139,,448
215936,,4
325369,malacostraca,7
239705,,2
277725,actinopterygii,3
1064179,gastropoda,3
1288522,actinopterygii,1
196593,cnidaria,229
729744,,1
172745,,417
221461,,753
464348,,12
434930,gastropoda,13
251270,,1
471346,,2
371031,,11
533413,gastropoda,34
153130,,1745
171603,,3
278051,actinopterygii,5
328811,annelida,1
183261,annelida,4
277664,actinopterygii,83
715220,,38
421632,malacostraca,51
334939,annelida,2
491964,malacostraca,6
160970,,1
426441,gastropoda,149
356311,,7
250820,,1
934969,annelida,45
1290122,,2
239171,,3076
465687,,1
169487,,2
441128,malacostraca,104
872303,gastropoda,1
1301332,malacostraca,2
173441,,77
379763,,1
468409,,8
220704,malacostraca,3
523856,gastropoda,3
290989,cnidaria,132
441561,malacostraca,1
276024,actinopterygii,51
414342,,1
1035854,,13
597746,malacostraca,4
139876,gastropoda,5
535131,,1
867792,annelida,1
127079,actinopterygii,25
236611,malacostraca,100
106401,,2430
739603,gastropoda,20
254937,,15
243922,,3
373599,,1
265988,annelida,1
849389,,86
827461,annelida,2
136654,,1
219080,actinopterygii,14
281482,actinopterygii,90
288359,cnidaria,61
246393,malacostraca,112
234137,gastropoda,50
240258,,59
148923,,621
434330,gastropoda,1
515021,malacostraca,5
361287,,1
585266,,9
214385,,2
212484,malacostraca,4
149055,,34926
529065,,12
932762,,2
418942,,6
1338746,cnidaria,13
504899,,26
565199,gastropoda,6
265958,,6
558388,gastropoda,2
171885,,67
115706,,7
113871,,177
358683,,1
884746,annelida,1
132652,,41
130365,annelida,515
329358,annelida,23
515393,malacostraca,80
271621,elasmobranchii,7
124744,,1
140974,gastropoda,60
412704,,2
492589,gastropoda,2
840391,,1
394772,,1
579142,malacostraca,1
826489,,2
218617,actinopterygii,6417
125121,,169
219250,actinopterygii,144
135856,,1
573544,,7
288805,cnidaria,6
289607,cnidaria,3
575916,gastropoda,2
240233,,2
113976,,53
370527,annelida,1
260506,malacostraca,2
173131,,13
272555,actinopterygii,13
277246,actinopterygii,147
258624,malacostraca,16
325384,malacostraca,7279
595259,gastropoda,1
761590,annelida,9
726134,,2
282194,actinopterygii,9
104497,,219
143307,,5
126504,actinopterygii,41181
173352,,42
446784,malacostraca,2
334456,annelida,6
157669,,40
395018,malacostraca,46
221414,actinopterygii,34
1364450,cnidaria,1
410102,malacostraca,2
126472,actinopterygii,16863
469385,,16
447960,gastropoda,2
237326,malacostraca,9
410020,,5
207327,cnidaria,197
246266,malacostraca,10
227021,malacostraca,5
438704,gastropoda,363
219862,actinopterygii,15
469421,,1
1057003,,5
417614,,49
362272,,1
102565,malacostraca,52
161294,,4
591598,gastropoda,2
442919,malacostraca,3
782953,,1
1287715,,3
159378,actinopterygii,5275
139786,gastropoda,29
278541,actinopterygii,57
115840,,1
109662,,2636
351829,,1
421385,,2
280867,actinopterygii,129
488378,malacostraca,5
534816,malacostraca,1
533285,gastropoda,3
263364,malacostraca,7
388553,malacostraca,1
275817,actinopterygii,13
211844,,1
389093,gastropoda,2
167664,,3
121841,,2
283428,cnidaria,9
122201,,1
344316,,1
214897,malacostraca,2
371513,,1
890132,malacostraca,4
386363,,10
392061,malacostraca,4
291147,cnidaria,1
329148,annelida,2
744068,malacostraca,47
334412,annelida,7
371658,,978
104580,,3536
210176,malacostraca,416
830422,gastropoda,1
209486,malacostraca,4
209505,malacostraca,94
423258,,1
1061740,malacostraca,4
280194,elasmobranchii,6
286312,cnidaria,225
109971,,143
593491,gastropoda,50
106373,,7
139967,gastropoda,4
230845,,2
377092,,1
160924,,2
418887,cnidaria,16
419641,gastropoda,13
458481,gastropoda,2
143618,,4
273454,actinopterygii,73
484413,,1
627731,,14
174969,annelida,27
272236,actinopterygii,20
272416,actinopterygii,31
293100,,2
127328,actinopterygii,334
599904,,1
494731,,6
123964,,3
217096,gastropoda,21
230593,,9
434026,gastropoda,6
381353,,164
240312,,2
385828,,17
619113,,25
146494,malacostraca,2
616654,,5
881604,,2
121745,,1
207867,,187
514858,malacostraca,25
836348,cnidaria,2
331754,annelida,7
219296,actinopterygii,351
1043470,actinopterygii,75
134131,,18
1287975,annelida,1
133187,,3
288160,cnidaria,2
244209,,13
233857,,22
484672,,1
517695,cnidaria,12
349059,,4
471261,,1
389145,gastropoda,3
102419,malacostraca,165
145097,,290
247611,malacostraca,2
765464,,2
446328,gastropoda,6
152939,,1
866415,,7
895755,,2
465662,gastropoda,1
113527,,129
597697,cnidaria,1
493049,gastropoda,7
231649,,4
345791,malacostraca,332
597584,gastropoda,2
446345,gastropoda,7
371642,,3
134650,,1
313206,actinopterygii,371
582016,cnidaria,1
280509,actinopterygii,71
366933,malacostraca,6
215438,gastropoda,42
445124,malacostraca,2
232111,,23
471184,,14
139962,gastropoda,50
234291,,4
534129,,85
758426,,97
142580,,2
120877,,18
121544,,2
817213,,5
987047,annelida,1
282238,actinopterygii,4
278375,actinopterygii,8
116596,,2
355590,,2
273937,actinopterygii,10
250661,,1
272528,actinopterygii,18
207965,gastropoda,1
174260,,7
236009,,17
212440,,87
368303,malacostraca,59
419924,gastropoda,1
392235,malacostraca,7
210416,malacostraca,36
421315,,25
334752,annelida,1
423574,malacostraca,1
735202,,117
431868,malacostraca,1
372129,,13
235787,,6
118552,malacostraca,9
414422,,17
272063,actinopterygii,4
141441,,5
387360,,2
325530,,3
101016,cnidaria,517
271616,elasmobranchii,11
174137,,2
387771,gastropoda,2
423306,,313
419019,,12
215315,gastropoda,368
133261,,1
182273,malacostraca,3
243861,,7
173444,,8
408870,,2
477864,malacostraca,22
422413,,2
238094,gastropoda,205
494046,,1
265810,annelida,3
394510,,3
117631,cnidaria,185
281099,actinopterygii,11
131065,annelida,548
718630,,1
241276,malacostraca,35
380044,,1
256666,malacostraca,2
557387,malacostraca,3
434807,gastropoda,11
107651,malacostraca,8513
875286,annelida,1
207164,cnidaria,406
450018,gastropoda,81
122599,,35
507721,,1
504586,,22
421472,malacostraca,12
577753,,2
236476,,10
117725,cnidaria,183
215603,elasmobranchii,726
283097,elasmobranchii,23
417204,,13
255584,malacostraca,22
597950,gastropoda,15
143053,,13
473110,gastropoda,7
104744,,51
169659,,10
342178,,10
104402,,135
595098,,290
182340,malacostraca,1
212795,actinopterygii,1818
555017,malacostraca,6
488848,malacostraca,6
175449,,1
283519,cnidaria,2
1042823,elasmobranchii,76
421609,malacostraca,28
417244,,37
457500,gastropoda,1
112857,,181
1030551,,4
529591,,1
420425,gastropoda,4
548512,malacostraca,44
835618,gastropoda,29
577462,,5
261074,malacostraca,1
155127,annelida,444
608232,,1
122627,,1
216368,gastropoda,249
278084,actinopterygii,19
353651,,2
139510,gastropoda,16
217266,malacostraca,4
220618,,30
344165,,3
280673,actinopterygii,1
210275,malacostraca,4
213968,,61
427136,,1
237168,malacostraca,1
215294,gastropoda,5
593311,annelida,2
213299,,274
236940,malacostraca,29
170660,,1
414491,,181
240361,,2
209441,malacostraca,2
405270,gastropoda,19
128779,,1
584263,,1
166934,,4
574261,gastropoda,24
126916,actinopterygii,4753
211481,,25
1322667,,3
276747,actinopterygii,101
513636,,655
165306,,1
392201,malacostraca,28
331500,annelida,123
1289464,,2
126977,actinopterygii,10959
173145,,55
207255,cnidaria,142
550593,malacostraca,1
109338,,2
221023,,4
627145,,9
114920,arachnida,2
328142,annelida,4
342215,,23
163262,,1
540329,,17
349300,,4
254804,,1
116980,annelida,478
211883,malacostraca,35
734824,,13
207969,gastropoda,4
827426,gastropoda,3
368037,malacostraca,10
173351,,192
285127,cnidaria,29
336006,annelida,2
827854,gastropoda,5
988223,annelida,1
410263,gastropoda,1
357072,,1
444344,malacostraca,1
221216,cnidaria,42
140600,,1968
419812,gastropoda,6
374695,,5
213824,,36
571705,malacostraca,2
161344,malacostraca,542
591759,gastropoda,7
842154,,1
762527,,2
274979,actinopterygii,133
517867,cnidaria,36
263226,malacostraca,30
251368,,5
171624,,1
172739,,9
514545,malacostraca,1
664819,,1
168658,,10
510063,malacostraca,2
121387,,1
355240,,4
421433,malacostraca,328
506446,,3
735538,,18
868150,gastropoda,1
715694,gastropoda,2
236964,malacostraca,15
584853,gastropoda,34
292766,,161
170007,,4
419767,gastropoda,22
530919,gastropoda,27
167384,,2
129868,annelida,10582
598343,gastropoda,2
710357,,7
557811,malacostraca,2
111427,,420
483964,,2
230311,,1
289805,cnidaria,2
529028,,7
506506,,16
376044,,2
100950,cnidaria,42
117293,cnidaria,9
285869,cnidaria,17
291982,cnidaria,7
527168,,4
282330,actinopterygii,4
420033,gastropoda,7
117391,cnidaria,27
288550,cnidaria,8
243921,,6
134171,,1
442839,malacostraca,191
605842,,7
285023,cnidaria,4
511473,gastropoda,4
286182,cnidaria,18
639276,,17
527364,,2
746496,cnidaria,8
409218,malacostraca,7
366489,malacostraca,2
368971,,5
393309,,8
385877,,90
330871,annelida,9
506385,,3
719982,malacostraca,75
488325,malacostraca,4
457627,,40
215747,gastropoda,10
423117,malacostraca,84
160626,,1
148659,malacostraca,3
457679,gastropoda,2
168933,,1
447234,gastropoda,2
110536,malacostraca,1469
574507,,11
545095,gastropoda,3
164675,,2
355644,,3
381639,,11
122213,,2
220241,malacostraca,43
130548,annelida,27
1053354,malacostraca,13
125109,,1023
423440,malacostraca,1
351974,,2
476152,annelida,1
286819,cnidaria,12
371393,,2294
993384,annelida,14
131223,annelida,10
444204,malacostraca,3
321911,elasmobranchii,1395
395234,,15
118945,malacostraca,1
596951,gastropoda,57
472573,,10
289186,cnidaria,4
333888,annelida,1
531131,malacostraca,3
165155,,14
246275,malacostraca,11
115691,,1
275678,actinopterygii,50
397224,,1
315019,actinopterygii,217
207421,cnidaria,1194
557396,malacostraca,3
475078,actinopterygii,86
471549,,25
161303,,1
277185,elasmobranchii,1
277281,actinopterygii,624
918511,,35
221476,,100
413379,gastropoda,6
141650,,142
136660,,2
534781,malacostraca,3877
766493,,2
420184,gastropoda,3
372182,,6
449986,gastropoda,5
523883,gastropoda,38
182423,malacostraca,2
168227,,1
413528,malacostraca,6
141535,gastropoda,1
428217,gastropoda,5
1296923,,2
141775,gastropoda,1
419477,gastropoda,5
271380,elasmobranchii,9903
100284,,9
218440,actinopterygii,203
272039,actinopterygii,447
434072,gastropoda,7
442066,malacostraca,16
523927,gastropoda,1
423219,malacostraca,2
605301,,2
1045184,,3
120196,malacostraca,2
1317737,annelida,1
514384,malacostraca,94
356899,,4
257890,malacostraca,1
244294,,12
288041,cnidaria,1
121853,,28
346109,,1
955187,malacostraca,36
414495,,1
716041,,5
440430,malacostraca,5
470927,,2
167555,,2
161034,,2
115517,,20
173113,,68
280966,actinopterygii,4
409046,malacostraca,6
474014,gastropoda,4
130806,annelida,6
288250,cnidaria,505
170625,,1
1314305,,1
254805,,1
176681,,1
373380,,1
350001,,4
251475,,16
536222,,2
117909,cnidaria,84
275938,actinopterygii,11
224739,gastropoda,1
275029,actinopterygii,3
281455,actinopterygii,13
329376,annelida,9
565828,gastropoda,1
127420,actinopterygii,161
272309,actinopterygii,746
472010,,3
331781,annelida,4
243072,,2
331655,annelida,2
212995,actinopterygii,175
526373,malacostraca,27
536752,malacostraca,20
577885,,7
249829,,1
332228,annelida,1
511421,gastropoda,7
422394,,2
291481,,6
575366,gastropoda,3
166686,,2
240100,,4
168446,,1
355314,,8
173681,annelida,25
220908,,94
878261,,1
398452,actinopterygii,24
523779,gastropoda,1
168232,,2
214515,,2
441325,malacostraca,2
1290616,,48
590830,gastropoda,100
256639,malacostraca,2
519285,,1
595244,gastropoda,2
232152,,2
119035,malacostraca,2
251344,,1
111520,,37
422926,,2
714457,,10
127743,,4
211137,malacostraca,2
830002,,1
309494,actinopterygii,107
282393,elasmobranchii,13
173129,,69
104855,,264
170691,,10
428221,gastropoda,2
412949,,132
743923,,1
235080,,59
328124,annelida,19
817325,malacostraca,3
108849,,18
507984,,211
374485,,1
281732,actinopterygii,204
491046,gastropoda,2
275021,actinopterygii,19
109701,,20
226497,malacostraca,4
332209,annelida,7
150457,gastropoda,169
168871,,1
366169,malacostraca,2
251119,,1
120065,malacostraca,7
213097,,100
168150,,15
472459,,3
258188,malacostraca,18
398323,elasmobranchii,6
162529,,464
182549,malacostraca,14
474812,annelida,22
254433,,4
170487,,4
328822,annelida,106
370533,annelida,2
1063207,gastropoda,84
266659,annelida,2
